airfoil_id,polar_id,Re,max_thickness,x_at_max_thickness,max_camber,x_at_max_camber,max_cl,alpha_at_max_cl,sharpness_rating,radius_rating
goe226-il,xf-goe226-il-50000,50000.0,0.0099899999999999,0.95,17.0,17.0,0.8849,8.75,98.49523264396211,1.5047673560378827
goe226-il,xf-goe226-il-500000,500000.0,0.0099899999999999,0.95,17.0,17.0,1.9148,12.5,98.49523264396211,1.5047673560378827
goe227-il,xf-goe227-il-100000,100000.0,0.146,0.25,17.0,17.0,1.8872,11.25,78.00840500685355,21.991594993146453
goe227-il,xf-goe227-il-1000000,1000000.0,0.146,0.25,17.0,17.0,1.8488,9.75,78.00840500685355,21.991594993146453
goe227-il,xf-goe227-il-200000,200000.0,0.146,0.25,17.0,17.0,1.8486,11.5,78.00840500685355,21.991594993146453
goe227-il,xf-goe227-il-50000,50000.0,0.146,0.25,17.0,17.0,0.9843,10.75,78.00840500685355,21.991594993146453
goe227-il,xf-goe227-il-500000,500000.0,0.146,0.25,17.0,17.0,1.8477,10.75,78.00840500685355,21.991594993146453
goe228-il,xf-goe228-il-100000,100000.0,0.003,1.0,17.0,17.0,1.5463,8.0,99.54811791109974,0.4518820889002696
goe228-il,xf-goe228-il-1000000,1000000.0,0.003,1.0,17.0,17.0,1.8887,11.25,99.54811791109974,0.4518820889002696
goe228-il,xf-goe228-il-200000,200000.0,0.003,1.0,17.0,17.0,1.9331,13.5,99.54811791109974,0.4518820889002696
goe228-il,xf-goe228-il-50000,50000.0,0.003,1.0,17.0,17.0,0.7487,8.75,99.54811791109974,0.4518820889002696
goe228-il,xf-goe228-il-500000,500000.0,0.003,1.0,17.0,17.0,1.9168,13.25,99.54811791109974,0.4518820889002696
goe229-il,xf-goe229-il-100000,100000.0,0.002,1.0,17.0,17.0,1.3779,14.5,99.6987452740665,0.30125472593351305
goe229-il,xf-goe229-il-1000000,1000000.0,0.002,1.0,17.0,17.0,1.509,13.25,99.6987452740665,0.30125472593351305
goe229-il,xf-goe229-il-200000,200000.0,0.002,1.0,17.0,17.0,1.3657,12.0,99.6987452740665,0.30125472593351305
goe229-il,xf-goe229-il-50000,50000.0,0.002,1.0,17.0,17.0,1.0454,11.75,99.6987452740665,0.30125472593351305
goe229-il,xf-goe229-il-500000,500000.0,0.002,1.0,17.0,17.0,1.4426,14.75,99.6987452740665,0.30125472593351305
goe233-il,xf-goe233-il-100000,100000.0,0.01799,0.799,17.0,17.0,1.7728,10.0,97.29021374022805,2.7097862597719495
goe233-il,xf-goe233-il-1000000,1000000.0,0.01799,0.799,17.0,17.0,1.907,14.75,97.29021374022805,2.7097862597719495
goe233-il,xf-goe233-il-200000,200000.0,0.01799,0.799,17.0,17.0,1.7651,10.75,97.29021374022805,2.7097862597719495
goe233-il,xf-goe233-il-50000,50000.0,0.01799,0.799,17.0,17.0,1.6971,11.5,97.29021374022805,2.7097862597719495
goe233-il,xf-goe233-il-500000,500000.0,0.01799,0.799,17.0,17.0,1.792,9.75,97.29021374022805,2.7097862597719495
goe234-il,xf-goe234-il-100000,100000.0,0.01658,0.899,17.0,17.0,1.9412,11.75,97.50259832201118,2.4974016779888233
goe234-il,xf-goe234-il-1000000,1000000.0,0.01658,0.899,17.0,17.0,1.9058,13.5,97.50259832201118,2.4974016779888233
goe234-il,xf-goe234-il-200000,200000.0,0.01658,0.899,17.0,17.0,1.8886,12.0,97.50259832201118,2.4974016779888233
goe234-il,xf-goe234-il-50000,50000.0,0.01658,0.899,17.0,17.0,1.0827,7.25,97.50259832201118,2.4974016779888233
goe234-il,xf-goe234-il-500000,500000.0,0.01658,0.899,17.0,17.0,1.9032,11.0,97.50259832201118,2.4974016779888233
goe235-il,xf-goe235-il-100000,100000.0,0.04309,0.025,0.0674,0.299,1.3433,11.0,93.50946692976247,6.4905330702375394
goe235-il,xf-goe235-il-1000000,1000000.0,0.04309,0.025,0.0674,0.299,1.5483,15.0,93.50946692976247,6.4905330702375394
goe235-il,xf-goe235-il-200000,200000.0,0.04309,0.025,0.0674,0.299,1.3917,11.5,93.50946692976247,6.4905330702375394
goe235-il,xf-goe235-il-50000,50000.0,0.04309,0.025,0.0674,0.299,1.2299,9.75,93.50946692976247,6.4905330702375394
goe235-il,xf-goe235-il-500000,500000.0,0.04309,0.025,0.0674,0.299,1.4802,13.0,93.50946692976247,6.4905330702375394
goe238-il,xf-goe238-il-100000,100000.0,0.03279,0.8,17.0,17.0,1.4425,15.75,95.06092876832005,4.9390712316799465
goe238-il,xf-goe238-il-1000000,1000000.0,0.03279,0.8,17.0,17.0,1.5506,14.0,95.06092876832005,4.9390712316799465
goe238-il,xf-goe238-il-200000,200000.0,0.03279,0.8,17.0,17.0,1.4161,10.0,95.06092876832005,4.9390712316799465
goe238-il,xf-goe238-il-50000,50000.0,0.03279,0.8,17.0,17.0,0.766,10.0,95.06092876832005,4.9390712316799465
goe238-il,xf-goe238-il-500000,500000.0,0.03279,0.8,17.0,17.0,1.4198,14.75,95.06092876832005,4.9390712316799465
goe239-il,xf-goe239-il-100000,100000.0,0.01379,0.95,17.0,17.0,1.6617,10.75,97.92284866468842,2.0771513353115725
goe239-il,xf-goe239-il-1000000,1000000.0,0.01379,0.95,17.0,17.0,1.7667,13.75,97.92284866468842,2.0771513353115725
goe239-il,xf-goe239-il-200000,200000.0,0.01379,0.95,17.0,17.0,1.6523,10.75,97.92284866468842,2.0771513353115725
goe239-il,xf-goe239-il-50000,50000.0,0.01379,0.95,17.0,17.0,0.9795,6.25,97.92284866468842,2.0771513353115725
goe239-il,xf-goe239-il-500000,500000.0,0.01379,0.95,17.0,17.0,1.6769,12.5,97.92284866468842,2.0771513353115725
goe240-il,xf-goe240-il-100000,100000.0,0.061,0.1,17.0,17.0,1.4118,12.75,90.81173085902785,9.188269140972148
goe240-il,xf-goe240-il-1000000,1000000.0,0.061,0.1,17.0,17.0,1.5466,13.5,90.81173085902785,9.188269140972148
goe240-il,xf-goe240-il-200000,200000.0,0.061,0.1,17.0,17.0,1.4303,13.5,90.81173085902785,9.188269140972148
goe240-il,xf-goe240-il-50000,50000.0,0.061,0.1,17.0,17.0,1.3967,9.75,90.81173085902785,9.188269140972148
goe240-il,xf-goe240-il-500000,500000.0,0.061,0.1,17.0,17.0,1.4568,13.25,90.81173085902785,9.188269140972148
goe241-il,xf-goe241-il-100000,100000.0,0.02278,0.899,17.0,17.0,1.753,10.0,96.56870867161729,3.431291328382714
goe241-il,xf-goe241-il-1000000,1000000.0,0.02278,0.899,17.0,17.0,2.0524,15.5,96.56870867161729,3.431291328382714
goe241-il,xf-goe241-il-200000,200000.0,0.02278,0.899,17.0,17.0,2.007,17.5,96.56870867161729,3.431291328382714
goe241-il,xf-goe241-il-50000,50000.0,0.02278,0.899,17.0,17.0,0.7398,7.25,96.56870867161729,3.431291328382714
goe241-il,xf-goe241-il-500000,500000.0,0.02278,0.899,17.0,17.0,1.9673,17.0,96.56870867161729,3.431291328382714
goe242-il,xf-goe242-il-100000,100000.0,0.01249,0.899,17.0,17.0,1.8611,13.0,98.1186642365452,1.881335763454789
goe242-il,xf-goe242-il-1000000,1000000.0,0.01249,0.899,17.0,17.0,1.8539,9.0,98.1186642365452,1.881335763454789
goe242-il,xf-goe242-il-200000,200000.0,0.01249,0.899,17.0,17.0,1.8326,12.0,98.1186642365452,1.881335763454789
goe242-il,xf-goe242-il-50000,50000.0,0.01249,0.899,17.0,17.0,0.6902,5.25,98.1186642365452,1.881335763454789
goe242-il,xf-goe242-il-500000,500000.0,0.01249,0.899,17.0,17.0,1.8521,10.5,98.1186642365452,1.881335763454789
goe243-il,xf-goe243-il-100000,100000.0,0.003,1.0,17.0,17.0,1.8462,13.0,99.54811791109974,0.4518820889002696
goe243-il,xf-goe243-il-1000000,1000000.0,0.003,1.0,17.0,17.0,1.9907,16.25,99.54811791109974,0.4518820889002696
goe243-il,xf-goe243-il-200000,200000.0,0.003,1.0,17.0,17.0,1.985,18.0,99.54811791109974,0.4518820889002696
goe243-il,xf-goe243-il-50000,50000.0,0.003,1.0,17.0,17.0,0.8211,8.5,99.54811791109974,0.4518820889002696
goe243-il,xf-goe243-il-500000,500000.0,0.003,1.0,17.0,17.0,1.9599,17.5,99.54811791109974,0.4518820889002696
goe244-il,xf-goe244-il-100000,100000.0,0.01769,0.899,17.0,17.0,1.8452,8.25,97.33540194911808,2.664598050881923
goe244-il,xf-goe244-il-1000000,1000000.0,0.01769,0.899,17.0,17.0,2.184,13.5,97.33540194911808,2.664598050881923
goe244-il,xf-goe244-il-200000,200000.0,0.01769,0.899,17.0,17.0,2.1446,14.0,97.33540194911808,2.664598050881923
goe244-il,xf-goe244-il-50000,50000.0,0.01769,0.899,17.0,17.0,0.8434,7.5,97.33540194911808,2.664598050881923
goe244-il,xf-goe244-il-500000,500000.0,0.01769,0.899,17.0,17.0,2.1416,14.75,97.33540194911808,2.664598050881923
goe255-il,xf-goe255-il-100000,100000.0,0.005,1.0,17.0,17.0,1.5254,13.0,99.2468631851662,0.7531368148337827
goe255-il,xf-goe255-il-1000000,1000000.0,0.005,1.0,17.0,17.0,1.4583,9.75,99.2468631851662,0.7531368148337827
goe255-il,xf-goe255-il-200000,200000.0,0.005,1.0,17.0,17.0,1.4861,13.5,99.2468631851662,0.7531368148337827
goe255-il,xf-goe255-il-50000,50000.0,0.005,1.0,17.0,17.0,0.5784,9.25,99.2468631851662,0.7531368148337827
goe255-il,xf-goe255-il-500000,500000.0,0.005,1.0,17.0,17.0,1.4769,11.25,99.2468631851662,0.7531368148337827
goe256-il,xf-goe256-il-100000,100000.0,0.0025,1.0,17.0,17.0,1.5103,13.25,99.62343159258312,0.37656840741689135
goe256-il,xf-goe256-il-1000000,1000000.0,0.0025,1.0,17.0,17.0,1.5875,15.0,99.62343159258312,0.37656840741689135
goe256-il,xf-goe256-il-200000,200000.0,0.0025,1.0,17.0,17.0,1.4991,13.25,99.62343159258312,0.37656840741689135
goe256-il,xf-goe256-il-50000,50000.0,0.0025,1.0,17.0,17.0,0.6142,11.0,99.62343159258312,0.37656840741689135
goe256-il,xf-goe256-il-500000,500000.0,0.0025,1.0,17.0,17.0,1.5288,16.25,99.62343159258312,0.37656840741689135
goe257-il,xf-goe257-il-100000,100000.0,0.0882999999999999,0.3,17.0,17.0,1.3777,11.25,86.69960385003542,13.300396149964586
goe257-il,xf-goe257-il-1000000,1000000.0,0.0882999999999999,0.3,17.0,17.0,1.4627,13.25,86.69960385003542,13.300396149964586
goe257-il,xf-goe257-il-200000,200000.0,0.0882999999999999,0.3,17.0,17.0,1.3891,11.75,86.69960385003542,13.300396149964586
goe257-il,xf-goe257-il-50000,50000.0,0.0882999999999999,0.3,17.0,17.0,1.3421,11.5,86.69960385003542,13.300396149964586
goe257-il,xf-goe257-il-500000,500000.0,0.0882999999999999,0.3,17.0,17.0,1.4128,12.75,86.69960385003542,13.300396149964586
goe264-il,xf-goe264-il-100000,100000.0,0.0622999999999999,0.15,17.0,17.0,1.5114,11.75,90.61591528717108,9.384084712828916
goe264-il,xf-goe264-il-1000000,1000000.0,0.0622999999999999,0.15,17.0,17.0,1.58,12.75,90.61591528717108,9.384084712828916
goe264-il,xf-goe264-il-200000,200000.0,0.0622999999999999,0.15,17.0,17.0,1.5239,11.5,90.61591528717108,9.384084712828916
goe264-il,xf-goe264-il-50000,50000.0,0.0622999999999999,0.15,17.0,17.0,1.4871,11.25,90.61591528717108,9.384084712828916
goe264-il,xf-goe264-il-500000,500000.0,0.0622999999999999,0.15,17.0,17.0,1.5116,12.75,90.61591528717108,9.384084712828916
goe265-il,xf-goe265-il-100000,100000.0,0.0487999999999999,0.025,17.0,17.0,1.7123,12.0,92.64938468722231,7.350615312777703
goe265-il,xf-goe265-il-1000000,1000000.0,0.0487999999999999,0.025,17.0,17.0,1.7817,13.5,92.64938468722231,7.350615312777703
goe265-il,xf-goe265-il-200000,200000.0,0.0487999999999999,0.025,17.0,17.0,1.711,12.5,92.64938468722231,7.350615312777703
goe265-il,xf-goe265-il-50000,50000.0,0.0487999999999999,0.025,17.0,17.0,1.0804,9.75,92.64938468722231,7.350615312777703
goe265-il,xf-goe265-il-500000,500000.0,0.0487999999999999,0.025,17.0,17.0,1.7585,11.75,92.64938468722231,7.350615312777703
goe269-il,xf-goe269-il-100000,100000.0,0.0533,0.05,17.0,17.0,1.476,12.75,91.97156155387188,8.028438446128122
goe269-il,xf-goe269-il-1000000,1000000.0,0.0533,0.05,17.0,17.0,1.6811,13.5,91.97156155387188,8.028438446128122
goe269-il,xf-goe269-il-200000,200000.0,0.0533,0.05,17.0,17.0,1.4917,13.5,91.97156155387188,8.028438446128122
goe269-il,xf-goe269-il-50000,50000.0,0.0533,0.05,17.0,17.0,1.4667,11.0,91.97156155387188,8.028438446128122
goe269-il,xf-goe269-il-500000,500000.0,0.0533,0.05,17.0,17.0,1.5738,12.25,91.97156155387188,8.028438446128122
goe274-il,xf-goe274-il-100000,100000.0,0.071,0.1,17.0,17.0,1.532,11.0,89.30545722936029,10.694542770639712
goe274-il,xf-goe274-il-1000000,1000000.0,0.071,0.1,17.0,17.0,1.6531,13.25,89.30545722936029,10.694542770639712
goe274-il,xf-goe274-il-200000,200000.0,0.071,0.1,17.0,17.0,1.5161,11.0,89.30545722936029,10.694542770639712
goe274-il,xf-goe274-il-50000,50000.0,0.071,0.1,17.0,17.0,1.5276,11.5,89.30545722936029,10.694542770639712
goe274-il,xf-goe274-il-500000,500000.0,0.071,0.1,17.0,17.0,1.5533,11.5,89.30545722936029,10.694542770639712
goe275-il,xf-goe275-il-100000,100000.0,0.05909,0.075,17.0,17.0,1.4901,12.25,91.09942912229437,8.900570877705642
goe275-il,xf-goe275-il-1000000,1000000.0,0.05909,0.075,17.0,17.0,1.6263,14.0,91.09942912229437,8.900570877705642
goe275-il,xf-goe275-il-200000,200000.0,0.05909,0.075,17.0,17.0,1.4845,12.75,91.09942912229437,8.900570877705642
goe275-il,xf-goe275-il-50000,50000.0,0.05909,0.075,17.0,17.0,1.3449,10.5,91.09942912229437,8.900570877705642
goe275-il,xf-goe275-il-500000,500000.0,0.05909,0.075,17.0,17.0,1.561,13.25,91.09942912229437,8.900570877705642
goe276-il,xf-goe276-il-100000,100000.0,0.0726,0.3,17.0,17.0,1.4009,11.75,89.06445344861348,10.935546551386523
goe276-il,xf-goe276-il-1000000,1000000.0,0.0726,0.3,17.0,17.0,1.5521,12.5,89.06445344861348,10.935546551386523
goe276-il,xf-goe276-il-200000,200000.0,0.0726,0.3,17.0,17.0,1.4251,12.25,89.06445344861348,10.935546551386523
goe276-il,xf-goe276-il-50000,50000.0,0.0726,0.3,17.0,17.0,1.3594,10.5,89.06445344861348,10.935546551386523
goe276-il,xf-goe276-il-500000,500000.0,0.0726,0.3,17.0,17.0,1.4487,12.25,89.06445344861348,10.935546551386523
goe277-il,xf-goe277-il-100000,100000.0,0.06042,0.075,17.0,17.0,1.3799,13.25,90.89909472954857,9.10090527045143
goe277-il,xf-goe277-il-1000000,1000000.0,0.06042,0.075,17.0,17.0,1.5343,13.25,90.89909472954857,9.10090527045143
goe277-il,xf-goe277-il-200000,200000.0,0.06042,0.075,17.0,17.0,1.3906,13.75,90.89909472954857,9.10090527045143
goe277-il,xf-goe277-il-50000,50000.0,0.06042,0.075,17.0,17.0,1.37,10.0,90.89909472954857,9.10090527045143
goe277-il,xf-goe277-il-500000,500000.0,0.06042,0.075,17.0,17.0,1.4307,11.5,90.89909472954857,9.10090527045143
goe278-il,xf-goe278-il-100000,100000.0,0.0656,0.15,17.0,17.0,1.3884,11.25,90.11884498938078,9.88115501061923
goe278-il,xf-goe278-il-1000000,1000000.0,0.0656,0.15,17.0,17.0,1.6199,13.75,90.11884498938078,9.88115501061923
goe278-il,xf-goe278-il-200000,200000.0,0.0656,0.15,17.0,17.0,1.4065,11.5,90.11884498938078,9.88115501061923
goe278-il,xf-goe278-il-50000,50000.0,0.0656,0.15,17.0,17.0,1.3334,10.75,90.11884498938078,9.88115501061923
goe278-il,xf-goe278-il-500000,500000.0,0.0656,0.15,17.0,17.0,1.4509,13.0,90.11884498938078,9.88115501061923
goe279-il,xf-goe279-il-100000,100000.0,0.0743,0.3,17.0,17.0,1.466,12.5,88.80838693157,11.19161306843001
goe279-il,xf-goe279-il-1000000,1000000.0,0.0743,0.3,17.0,17.0,1.7101,14.75,88.80838693157,11.19161306843001
goe279-il,xf-goe279-il-200000,200000.0,0.0743,0.3,17.0,17.0,1.4589,13.0,88.80838693157,11.19161306843001
goe279-il,xf-goe279-il-50000,50000.0,0.0743,0.3,17.0,17.0,1.4102,11.0,88.80838693157,11.19161306843001
goe279-il,xf-goe279-il-500000,500000.0,0.0743,0.3,17.0,17.0,1.5428,13.0,88.80838693157,11.19161306843001
goe280-il,xf-goe280-il-100000,100000.0,0.0793,0.3,17.0,17.0,1.413,11.0,88.0552501167362,11.94474988326379
goe280-il,xf-goe280-il-1000000,1000000.0,0.0793,0.3,17.0,17.0,1.5809,12.75,88.0552501167362,11.94474988326379
goe280-il,xf-goe280-il-200000,200000.0,0.0793,0.3,17.0,17.0,1.4306,13.75,88.0552501167362,11.94474988326379
goe280-il,xf-goe280-il-50000,50000.0,0.0793,0.3,17.0,17.0,1.4093,10.5,88.0552501167362,11.94474988326379
goe280-il,xf-goe280-il-500000,500000.0,0.0793,0.3,17.0,17.0,1.3619,9.5,88.0552501167362,11.94474988326379
goe281-il,xf-goe281-il-100000,100000.0,0.0804,0.3,17.0,17.0,1.3835,13.0,87.88956001747277,12.110439982527224
goe281-il,xf-goe281-il-1000000,1000000.0,0.0804,0.3,17.0,17.0,1.4599,13.0,87.88956001747277,12.110439982527224
goe281-il,xf-goe281-il-200000,200000.0,0.0804,0.3,17.0,17.0,1.441,12.5,87.88956001747277,12.110439982527224
goe281-il,xf-goe281-il-50000,50000.0,0.0804,0.3,17.0,17.0,1.3326,9.5,87.88956001747277,12.110439982527224
goe281-il,xf-goe281-il-500000,500000.0,0.0804,0.3,17.0,17.0,1.4071,11.5,87.88956001747277,12.110439982527224
goe282-il,xf-goe282-il-100000,100000.0,0.0454,0.025,17.0,17.0,1.4777,11.25,93.16151772130925,6.838482278690747
goe282-il,xf-goe282-il-1000000,1000000.0,0.0454,0.025,17.0,17.0,1.5216,12.5,93.16151772130925,6.838482278690747
goe282-il,xf-goe282-il-200000,200000.0,0.0454,0.025,17.0,17.0,1.4775,11.75,93.16151772130925,6.838482278690747
goe282-il,xf-goe282-il-50000,50000.0,0.0454,0.025,17.0,17.0,1.4813,11.5,93.16151772130925,6.838482278690747
goe282-il,xf-goe282-il-500000,500000.0,0.0454,0.025,17.0,17.0,1.468,11.25,93.16151772130925,6.838482278690747
goe284-il,xf-goe284-il-100000,100000.0,0.0059,1.0,17.0,17.0,1.2803,9.25,99.11129855849615,0.8887014415038634
goe284-il,xf-goe284-il-1000000,1000000.0,0.0059,1.0,17.0,17.0,1.7407,13.75,99.11129855849615,0.8887014415038634
goe284-il,xf-goe284-il-200000,200000.0,0.0059,1.0,17.0,17.0,1.7055,15.0,99.11129855849615,0.8887014415038634
goe284-il,xf-goe284-il-50000,50000.0,0.0059,1.0,17.0,17.0,0.5926,9.25,99.11129855849615,0.8887014415038634
goe284-il,xf-goe284-il-500000,500000.0,0.0059,1.0,17.0,17.0,1.6939,15.5,99.11129855849615,0.8887014415038634
goe285-il,xf-goe285-il-100000,100000.0,0.1173,0.3,18.0,18.0,1.3912,11.0,82.33141032399946,17.66858967600054
goe285-il,xf-goe285-il-1000000,1000000.0,0.1173,0.3,18.0,18.0,1.551,14.5,82.33141032399946,17.66858967600054
goe285-il,xf-goe285-il-200000,200000.0,0.1173,0.3,18.0,18.0,1.3983,17.0,82.33141032399946,17.66858967600054
goe285-il,xf-goe285-il-50000,50000.0,0.1173,0.3,18.0,18.0,1.3487,11.75,82.33141032399946,17.66858967600054
goe285-il,xf-goe285-il-500000,500000.0,0.1173,0.3,18.0,18.0,1.436,13.25,82.33141032399946,17.66858967600054
goe286-il,xf-goe286-il-100000,100000.0,0.04469,0.025,17.0,17.0,1.4078,11.0,93.26846314901564,6.731536850984349
goe286-il,xf-goe286-il-1000000,1000000.0,0.04469,0.025,17.0,17.0,1.5836,13.5,93.26846314901564,6.731536850984349
goe286-il,xf-goe286-il-200000,200000.0,0.04469,0.025,17.0,17.0,1.4408,11.0,93.26846314901564,6.731536850984349
goe286-il,xf-goe286-il-50000,50000.0,0.04469,0.025,17.0,17.0,1.3892,12.0,93.26846314901564,6.731536850984349
goe286-il,xf-goe286-il-500000,500000.0,0.04469,0.025,17.0,17.0,1.5098,12.5,93.26846314901564,6.731536850984349
goe287-il,xf-goe287-il-100000,100000.0,0.06179,0.075,17.0,17.0,1.4278,13.0,90.69273524228412,9.307264757715886
goe287-il,xf-goe287-il-1000000,1000000.0,0.06179,0.075,17.0,17.0,1.4741,12.5,90.69273524228412,9.307264757715886
goe287-il,xf-goe287-il-200000,200000.0,0.06179,0.075,17.0,17.0,1.4108,12.5,90.69273524228412,9.307264757715886
goe287-il,xf-goe287-il-50000,50000.0,0.06179,0.075,17.0,17.0,1.3341,13.75,90.69273524228412,9.307264757715886
goe287-il,xf-goe287-il-500000,500000.0,0.06179,0.075,17.0,17.0,1.422,13.0,90.69273524228412,9.307264757715886
goe288-il,xf-goe288-il-100000,100000.0,0.0059,1.0,17.0,17.0,1.4913,9.25,99.11129855849615,0.8887014415038634
goe288-il,xf-goe288-il-1000000,1000000.0,0.0059,1.0,17.0,17.0,1.9606,14.75,99.11129855849615,0.8887014415038634
goe288-il,xf-goe288-il-200000,200000.0,0.0059,1.0,17.0,17.0,1.9102,14.75,99.11129855849615,0.8887014415038634
goe288-il,xf-goe288-il-50000,50000.0,0.0059,1.0,17.0,17.0,0.5573,4.5,99.11129855849615,0.8887014415038634
goe288-il,xf-goe288-il-500000,500000.0,0.0059,1.0,17.0,17.0,1.8957,16.25,99.11129855849615,0.8887014415038634
goe289-il,xf-goe289-il-100000,100000.0,0.1679999999999999,0.3,17.0,17.0,1.1847,7.25,74.69460302158492,25.30539697841508
goe289-il,xf-goe289-il-1000000,1000000.0,0.1679999999999999,0.3,17.0,17.0,1.6462,12.5,74.69460302158492,25.30539697841508
goe289-il,xf-goe289-il-200000,200000.0,0.1679999999999999,0.3,17.0,17.0,1.6502,13.5,74.69460302158492,25.30539697841508
goe289-il,xf-goe289-il-50000,50000.0,0.1679999999999999,0.3,17.0,17.0,0.6735,11.75,74.69460302158492,25.30539697841508
goe289-il,xf-goe289-il-500000,500000.0,0.1679999999999999,0.3,17.0,17.0,1.6275,13.5,74.69460302158492,25.30539697841508
goe290-il,xf-goe290-il-100000,100000.0,0.006,1.0,17.0,17.0,1.4789,14.0,99.09623582219946,0.9037641778005392
goe290-il,xf-goe290-il-1000000,1000000.0,0.006,1.0,17.0,17.0,1.4296,13.5,99.09623582219946,0.9037641778005392
goe290-il,xf-goe290-il-200000,200000.0,0.006,1.0,17.0,17.0,1.4704,13.5,99.09623582219946,0.9037641778005392
goe290-il,xf-goe290-il-50000,50000.0,0.006,1.0,17.0,17.0,0.5326,8.25,99.09623582219946,0.9037641778005392
goe290-il,xf-goe290-il-500000,500000.0,0.006,1.0,17.0,17.0,1.4119,10.5,99.09623582219946,0.9037641778005392
goe298-il,xf-goe298-il-100000,100000.0,0.0059,1.0,17.0,17.0,1.6398,14.25,99.11129855849615,0.8887014415038634
goe298-il,xf-goe298-il-1000000,1000000.0,0.0059,1.0,17.0,17.0,1.8282,14.75,99.11129855849615,0.8887014415038634
goe298-il,xf-goe298-il-200000,200000.0,0.0059,1.0,17.0,17.0,1.6908,16.75,99.11129855849615,0.8887014415038634
goe298-il,xf-goe298-il-50000,50000.0,0.0059,1.0,17.0,17.0,1.3153,9.5,99.11129855849615,0.8887014415038634
goe298-il,xf-goe298-il-500000,500000.0,0.0059,1.0,17.0,17.0,1.7628,17.0,99.11129855849615,0.8887014415038634
goe29b-il,xf-goe29b-il-100000,100000.0,0.0175899999999999,0.9,17.0,17.0,1.7939,13.5,97.35046468541478,2.6495353145852323
goe29b-il,xf-goe29b-il-1000000,1000000.0,0.0175899999999999,0.9,17.0,17.0,1.7821,11.5,97.35046468541478,2.6495353145852323
goe29b-il,xf-goe29b-il-200000,200000.0,0.0175899999999999,0.9,17.0,17.0,1.7545,14.25,97.35046468541478,2.6495353145852323
goe29b-il,xf-goe29b-il-50000,50000.0,0.0175899999999999,0.9,17.0,17.0,1.0857,5.75,97.35046468541478,2.6495353145852323
goe29b-il,xf-goe29b-il-500000,500000.0,0.0175899999999999,0.9,17.0,17.0,1.7908,13.0,97.35046468541478,2.6495353145852323
goe300-il,xf-goe300-il-100000,100000.0,0.0843,0.3,14.0,14.0,1.61,13.25,87.30211330190242,12.697886698097575
goe300-il,xf-goe300-il-1000000,1000000.0,0.0843,0.3,14.0,14.0,1.7188,15.0,87.30211330190242,12.697886698097575
goe300-il,xf-goe300-il-200000,200000.0,0.0843,0.3,14.0,14.0,1.6116,13.5,87.30211330190242,12.697886698097575
goe300-il,xf-goe300-il-50000,50000.0,0.0843,0.3,14.0,14.0,1.1473,8.5,87.30211330190242,12.697886698097575
goe300-il,xf-goe300-il-500000,500000.0,0.0843,0.3,14.0,14.0,1.6707,12.25,87.30211330190242,12.697886698097575
goe301-il,xf-goe301-il-100000,100000.0,0.05099,0.025,17.0,17.0,1.7278,12.0,92.31951076232508,7.680489237674914
goe301-il,xf-goe301-il-1000000,1000000.0,0.05099,0.025,17.0,17.0,1.7721,11.75,92.31951076232508,7.680489237674914
goe301-il,xf-goe301-il-200000,200000.0,0.05099,0.025,17.0,17.0,1.7032,13.5,92.31951076232508,7.680489237674914
goe301-il,xf-goe301-il-50000,50000.0,0.05099,0.025,17.0,17.0,1.0194,8.75,92.31951076232508,7.680489237674914
goe301-il,xf-goe301-il-500000,500000.0,0.05099,0.025,17.0,17.0,1.7536,12.75,92.31951076232508,7.680489237674914
goe303-il,xf-goe303-il-100000,100000.0,0.04949,0.025,17.0,17.0,1.6225,11.25,92.54545180677522,7.45454819322478
goe303-il,xf-goe303-il-1000000,1000000.0,0.04949,0.025,17.0,17.0,1.7206,14.5,92.54545180677522,7.45454819322478
goe303-il,xf-goe303-il-200000,200000.0,0.04949,0.025,17.0,17.0,1.6078,12.25,92.54545180677522,7.45454819322478
goe303-il,xf-goe303-il-50000,50000.0,0.04949,0.025,17.0,17.0,1.1824,7.0,92.54545180677522,7.45454819322478
goe303-il,xf-goe303-il-500000,500000.0,0.04949,0.025,17.0,17.0,1.664,13.0,92.54545180677522,7.45454819322478
goe304-il,xf-goe304-il-100000,100000.0,0.0242,0.9,17.0,17.0,1.6611,13.75,96.3548178162045,3.6451821837955074
goe304-il,xf-goe304-il-1000000,1000000.0,0.0242,0.9,17.0,17.0,1.8035,15.25,96.3548178162045,3.6451821837955074
goe304-il,xf-goe304-il-200000,200000.0,0.0242,0.9,17.0,17.0,1.6375,14.25,96.3548178162045,3.6451821837955074
goe304-il,xf-goe304-il-50000,50000.0,0.0242,0.9,17.0,17.0,1.5701,11.25,96.3548178162045,3.6451821837955074
goe304-il,xf-goe304-il-500000,500000.0,0.0242,0.9,17.0,17.0,1.7417,14.25,96.3548178162045,3.6451821837955074
goe308-il,xf-goe308-il-100000,100000.0,0.0795,0.2,17.0,17.0,1.2776,14.25,88.02512464414286,11.974875355857144
goe308-il,xf-goe308-il-1000000,1000000.0,0.0795,0.2,17.0,17.0,1.3596,11.75,88.02512464414286,11.974875355857144
goe308-il,xf-goe308-il-200000,200000.0,0.0795,0.2,17.0,17.0,1.2995,15.0,88.02512464414286,11.974875355857144
